t_rel_s,wall_iso,pct,completed,total,done_robot1,done_robot2,done_robot3,done_robot4,healthy,event
0.00,2026-06-19T10:44:28Z,0.00,0,32,0,0,0,0,4,mission_start
0.50,2026-06-19T10:44:29Z,0.00,0,32,0,0,0,0,4,
1.00,2026-06-19T10:44:29Z,0.00,0,32,0,0,0,0,4,
1.50,2026-06-19T10:44:30Z,0.00,0,32,0,0,0,0,4,
2.00,2026-06-19T10:44:30Z,0.00,0,32,0,0,0,0,4,
2.50,2026-06-19T10:44:31Z,0.00,0,32,0,0,0,0,4,
3.00,2026-06-19T10:44:31Z,0.00,0,32,0,0,0,0,4,
3.50,2026-06-19T10:44:32Z,0.00,0,32,0,0,0,0,4,
4.00,2026-06-19T10:44:32Z,0.00,0,32,0,0,0,0,4,
4.50,2026-06-19T10:44:33Z,0.00,0,32,0,0,0,0,4,
5.00,2026-06-19T10:44:33Z,0.00,0,32,0,0,0,0,4,
5.50,2026-06-19T10:44:34Z,0.00,0,32,0,0,0,0,4,
6.00,2026-06-19T10:44:34Z,0.00,0,32,0,0,0,0,4,
6.50,2026-06-19T10:44:35Z,0.00,0,32,0,0,0,0,4,
7.00,2026-06-19T10:44:35Z,0.00,0,32,0,0,0,0,4,
7.50,2026-06-19T10:44:36Z,0.00,0,32,0,0,0,0,4,
8.00,2026-06-19T10:44:36Z,0.00,0,32,0,0,0,0,4,
8.50,2026-06-19T10:44:37Z,0.00,0,32,0,0,0,0,4,
9.00,2026-06-19T10:44:37Z,0.00,0,32,0,0,0,0,4,
9.50,2026-06-19T10:44:38Z,0.00,0,32,0,0,0,0,4,
10.00,2026-06-19T10:44:38Z,0.00,0,32,0,0,0,0,4,
10.50,2026-06-19T10:44:39Z,0.00,0,32,0,0,0,0,4,
11.00,2026-06-19T10:44:39Z,0.00,0,32,0,0,0,0,4,
11.50,2026-06-19T10:44:40Z,0.00,0,32,0,0,0,0,4,
12.00,2026-06-19T10:44:40Z,0.00,0,32,0,0,0,0,4,
12.50,2026-06-19T10:44:41Z,0.00,0,32,0,0,0,0,4,
13.00,2026-06-19T10:44:41Z,0.00,0,32,0,0,0,0,4,
13.50,2026-06-19T10:44:42Z,0.00,0,32,0,0,0,0,4,
14.00,2026-06-19T10:44:42Z,0.00,0,32,0,0,0,0,4,
14.50,2026-06-19T10:44:43Z,0.00,0,32,0,0,0,0,4,
15.00,2026-06-19T10:44:43Z,0.00,0,32,0,0,0,0,4,
